Duplication,ORF_P1,Gene_P1,ORF_P2,Gene_P2,Couple,bm_P1,bm_P2,Delta_bm,LogFold_bm,bp_P1,bp_P2,Delta_bp,LogFold_bp,Crick distance,bp/bm_P1,bp/bm_P2,cv_P1,cv_P2,pEst_P1,pEst_P2,Delta_pEst,LogFold_pEst
SSD,YNL113W,RPC19,YOL005C,Problem,YNL113W-YOL005C,1.8248330369999999,1.686893657,,,3.625999312,3.8103644310000004,,,,,,-0.769295686,-0.774690718,4.617637654,4.664063392,,
WGD,YNL173C,MDG1,YHR146W,Problem,YHR146W-YNL173C,1.296870694,1.7626904559999999,,,3.061190561,3.099822777,,,,,,-0.591081979,-0.83283041,3.52486656,4.029318538,,
SSD,YNL231C,PDR16,YNL264C,Problem,YNL231C-YNL264C,1.7935970419999998,1.342698226,,,3.165092435,2.960465125,,,,,,-0.824198367,,4.125494782,3.4699686560000003,,
WGD,YNL283C,WSC2,YOL105C,Problem,YNL283C-YOL105C,1.362280393,0.637307701,,,2.432544035,2.171043335,,,,,,-0.633577043,,2.961629732,1.97515634,,
WGD,YNL293W,MSB3,YOL112W,Problem,YNL293W-YOL112W,0.864103715,0.884891262,,,2.570427053,2.477767783,,,,,,,,2.601336073,2.529464349,,
WGD,YNL298W,CLA4,YOL113W,Problem,YNL298W-YOL113W,1.1204290559999999,1.045225468,,,2.410002342,1.77070528,,,,,,-0.625893491,,2.697236703,1.9827360530000002,,
WGD,YNL299W,TRF5,YOL115W,Problem,YNL299W-YOL115W,0.965042774,1.2780216690000001,,,2.566771175,2.552225932,,,,,,,-0.561299467,2.6986192539999996,2.997052905,,
WGD,YNL307C,MCK1,YOL128C,Problem,YNL307C-YOL128C,1.7914840459999999,0.835568722,,,2.942127747,2.678424709,,,,,,-0.851089007,,3.900417097,2.680798736,,
SSD,YNR041C,COQ2,YPL172C,Problem,YPL172C-YNR041C,1.143079178,0.966877002,,,2.960067492,2.585154217,,,,,,,,3.269951975,2.7188365230000002,,
WGD,YOL011W,PLB3,YMR008C,Problem,YMR008C-YOL011W,1.145622476,1.233733812,,,2.020793215,2.809889519,,,,,,,,2.333220995,3.210428635,,
SSD,YOL027C,MDM38,YPR125W,Problem,YOL027C-YPR125W,1.604082922,1.214690423,,,2.7460379789999996,2.997682909,,,,,,-0.709075441,-0.7780644,3.5169262060000004,3.379178637,,
SSD,YOL082W,ATG19,YOL083W,Problem,YOL082W-YOL083W,1.2109122829999999,0.508322343,,,2.624797041,2.7293030480000002,,,,,,,,3.002514628,2.404430696,,
WGD,YOL100W,PKH2,YDR490C,Problem,YDR490C-YOL100W,0.9778848659999999,1.086416027,,,2.068275485,2.452271358,,,,,,,,2.2129656559999997,2.7054926889999997,,
SSD,YOL119C,MCH4,YOR306C,Problem,YOL119C-YOR306C,1.107141764,1.098380132,,,2.862846817,2.39722221,,,,,,,,3.1367938860000004,2.6624076469999998,,
SSD,YOR002W,ALG6,YOR067C,Problem,YOR002W-YOR067C,1.521651518,1.441160266,,,2.4793737030000003,2.611608269,,,,,,,,3.1678305260000004,3.21957384,,
WGD,YOR003W,YSP3,YEL060C,Problem,YEL060C-YOR003W,0.46032704,1.5361118519999999,,,2.6598843619999997,2.82127294,,,,,,,-0.581201709,2.2870167059999997,3.524190097,,
WGD,YOR016C,ERP4,YAL007C,Problem,YOR016C-YAL007C,1.42875829,1.877431899,,,3.299440872,3.2451411219999997,,,,,,-0.8050696009999999,-0.7440042729999999,3.8950044669999997,4.2893783260000005,,
WGD,YOR179C,SYC1,YLR277C,Problem,YLR277C-YOR179C,1.147163309,1.148041337,,,3.3152075389999998,2.3987489369999997,,,,,,-0.66464241,-0.644740094,3.629176153,2.713595578,,
WGD,YOR193W,PEX27,YPL112C,Problem,YPL112C-YOR193W,0.94363619,1.4869512530000002,,,2.419384515,2.868796759,,,,,,,-0.540984668,2.52982601,3.522553317,,
WGD,YOR204W,DED1,YPL119C,Problem,YOR204W-YPL119C,2.374258138,0.406360939,,,2.867829267,2.6693378009999997,,,,,,,,4.40889271,2.242504045,,
WGD,YOR226C,ISU2,YPL135W,Problem,YOR226C-YPL135W,1.646903235,1.735806978,,,3.488531195,3.520731348,,,,,,-0.70619564,-0.76649624,4.302239734,4.423343631,,
WGD,YOR227W,HER1,YPL137C,Problem,YOR227W-YPL137C,1.139403885,1.386877036,,,1.8069696430000002,1.945600715,,,,,,,-0.676438537,2.113178833,2.499283056,,
WGD,YOR229W,WTM2,YPL139C,Problem,YOR229W-YPL139C,1.064385629,0.9723336579999999,,,2.73693191,3.070062918,,,,,,-0.583525921,,2.968122844,3.20920188,,
WGD,YOR231W,MKK1,YPL140C,Problem,YOR231W-YPL140C,1.089187057,0.8124501999999999,,,2.489834797,2.621907312,,,,,,,,2.7458271589999996,2.601162817,,
WGD,YOR233W,KIN4,YPL141C,Problem,YOR233W-YPL141C,1.17110097,1.134001863,,,2.338780668,2.2594541809999997,,,,,,-0.620513186,,2.676686943,2.560261349,,
WGD,YOR234C,RPL33B,YPL143W,Problem,YOR234C-YPL143W,2.743018534,3.086557525,,,3.699674683,3.7198792999999997,,,,,,-0.895171596,,5.609498521,5.97324213,,
WGD,YOR237W,HES1,YPL145C,Problem,YOR237W-YPL145C,0.23865631699999998,1.9320011769999998,,,2.6949220130000002,2.939814544,,,,,,,-0.920276225,2.100383634,4.038621025,,
WGD,YOR247W,SRL1,YPL163C,Problem,YOR247W-YPL163C,2.061250397,1.573200701,,,3.4171707710000003,3.434983337,,,,,,-0.6653452329999999,-0.5631220720000001,4.645226473,4.174989343,,
SSD,YOR275C,RIM20,YPL084W,Problem,YOR275C-YPL084W,1.1802573459999999,1.335922163,,,2.246388129,2.481759057,,,,,,,-0.7079655640000001,2.59345078,2.984486525,,
SSD,YOR285W,RDL1,YOR286W,Problem,YOR285W-YOR286W,2.096705124,1.6776652730000001,,,3.570213167,3.530930622,,,,,,-0.755475488,-0.729554092,4.8337235960000005,4.375401199,,
WGD,YOR316C,COT1,YMR243C,Problem,YMR243C-YOR316C,1.367735757,1.983221811,,,2.933062542,2.7551840530000002,,,,,,-0.619426997,-0.817870786,3.467603604,3.9052111689999998,,
WGD,YOR321W,PMT3,YAL023C,Problem,YAL023C-YOR321W,1.253183741,2.084719512,,,2.531430545,2.525976586,,,,,,,-0.618704377,2.95141959,3.777501403,,
SSD,YOR334W,MRS2,YPL060W,Problem,YOR334W-YPL060W,0.743361093,0.7128009009999999,,,2.467710967,2.6998654589999997,,,,,,,,2.377877364,2.579471665,,
WGD,YPL017C,IRC15,YFL018C,Problem,YFL018C-YPL017C,0.268738184,2.028384365,,,2.584837259,2.944565805,,,,,,,-0.72399801,2.020380747,4.139755475,,
WGD,YPL032C,SVL3,YDR251W,Problem,YDR251W-YPL032C,1.511989709,1.407448337,,,2.505999903,2.327369519,,,,,,-0.758578048,,3.1847949160000004,2.90162316,,
WGD,YPL134C,ODC1,YOR222W,Problem,YOR222W-YPL134C,0.998942815,1.27237662,,,2.771306534,2.794106911,,,,,,,,2.9370546539999998,3.2332888360000003,,
WGD,YPL176C,TRE1,YOR256C,Problem,YOR256C-YPL176C,1.218995037,1.171931957,,,2.468509255,2.301000632,,,,,,,,2.8543095960000002,2.639737893,,
WGD,YPL177C,CUP9,YGL096W,Problem,YGL096W-YPL177C,1.5259898840000001,0.525668303,,,3.056567565,2.525691714,,,,,,,,3.749362753,2.218165322,,
SSD,YPL227C,ALG5,YPR183W,Problem,YPL227C-YPR183W,1.555545732,1.89535526,,,2.861833535,3.4318317289999998,,,,,,-0.7401673009999999,,3.584184571,4.493992293,,
SSD,YPL237W,SUI3,YPR041W,Problem,YPL237W-YPR041W,2.296956299,2.045655937,,,3.1262491289999996,3.149586673,,,,,,,-0.920276225,4.590010733,4.362047915,,
WGD,YPL249C,GYP5,YMR192W,Problem,YMR192W-YPL249C,1.084770251,1.033395705,,,2.625133606,2.624423149,,,,,,,-0.7041031809999999,2.8767091610000004,2.824624158,,
WGD,YPR030W,CSR2,YBL101C,Problem,YBL101C-YPR030W,0.03737487,1.149027002,,,1.7888999019999998,2.141741051,,,,,,,,0.993080077,2.457573357,,
WGD,YPR081C,GRS2,YBR121C,Problem,YBR121C-YPR081C,0.8596537209999999,2.404348124,,,2.502428289,2.70691294,,,,,,,-0.865982354,2.528887314,4.278066368,,
WGD,YPR138C,MEP3,YGR121C,Problem,YGR121C-YPR138C,1.38996587,0.664179847,,,2.339044218,2.4932079330000003,,,,,,-0.638461029,,2.895815393,2.324193085,,
